mono_0000000185, 424, 1240
mono_0000000186, 424, 1240
mono_0000000187, 424, 1240
mono_0000000188, 424, 1266
mono_0000000189, 623, 1266
mono_0000000190, 623, 1266
mono_0000000191, 623, 1266
mono_0000000192, 623, 1266
mono_0000000193, 623, 1266
mono_0000000194, 623, 1266
mono_0000000195, 623, 1266
mono_0000000196, 623, 1266
mono_0000000197, 623, 1266
mono_0000000198, 623, 1266
mono_0000000199, 623, 1266
mono_0000000200, 623, 1266
mono_0000000201, 623, 1266
mono_0000000202, 623, 1266
mono_0000000203, 623, 1266
mono_0000000204, 623, 1266
mono_0000000205, 623, 1266
mono_0000000206, 623, 1266
mono_0000000207, 623, 1266
mono_0000000208, 623, 1266
mono_0000000209, 623, 1266
mono_0000000210, 623, 1266
mono_0000000211, 623, 1266
mono_0000000212, 623, 1266
mono_0000000213, 623, 1266
mono_0000000214, 623, 1266
mono_0000000215, 623, 1266
mono_0000000216, 623, 1266
mono_0000000217, 623, 1266
mono_0000000218, 411, 1076
mono_0000000219, 175, 1076
mono_0000000220, 175, 1076
mono_0000000221, 175, 1076
mono_0000000222, 175, 952
mono_0000000223, 175, 1129
mono_0000000224, 175, 963
mono_0000000225, 175, 986
mono_0000000226, 175, 982
mono_0000000227, 175, 998
mono_0000000228, 175, 1181
mono_0000000229, 175, 1009
mono_0000000230, 175, 1015
mono_0000000231, 175, 1017
mono_0000000232, 175, 1037
mono_0000000233, 456, 1007
mono_0000000234, 456, 1073
mono_0000000235, 456, 1036
mono_0000000236, 426, 1026
mono_0000000237, 426, 1026
mono_0000000238, 426, 1002
mono_0000000239, 426, 996
mono_0000000240, 426, 1022
mono_0000000241, 426, 1036
mono_0000000242, 418, 1077
mono_0000000243, 418, 1043
mono_0000000244, 418, 1123
mono_0000000245, 418, 1028
mono_0000000246, 418, 1014
mono_0000000247, 418, 1054
mono_0000000248, 418, 998
mono_0000000249, 440, 1040
mono_0000000250, 440, 1120
mono_0000000251, 440, 1120
mono_0000000252, 468, 1047
mono_0000000253, 468, 1019
mono_0000000254, 468, 1204
mono_0000000255, 394, 1063
mono_0000000256, 262, 1077
mono_0000000257, 262, 1077
mono_0000000258, 262, 1077
mono_0000000259, 262, 1077
mono_0000000260, 262, 1077
mono_0000000261, 262, 1077
mono_0000000262, 403, 1077
mono_0000000263, 403, 1077
mono_0000000264, 403, 1077
mono_0000000265, 403, 1077
mono_0000000266, 403, 1077
mono_0000000267, 403, 1077
mono_0000000268, 379, 1077
mono_0000000269, 364, 1077
mono_0000000270, 364, 1077
mono_0000000271, 364, 1077
mono_0000000272, 364, 1077
mono_0000000273, 364, 1077
mono_0000000274, 364, 1077
mono_0000000275, 364, 1077
mono_0000000276, 193, 965
mono_0000000277, 193, 1014
mono_0000000278, 193, 1014
mono_0000000279, 193, 1014
mono_0000000280, 193, 1014
mono_0000000281, 193, 1014
mono_0000000282, 193, 923
mono_0000000283, 259, 951
mono_0000000284, 259, 951
mono_0000000285, 259, 951
mono_0000000286, 259, 951
mono_0000000287, 259, 951
mono_0000000288, 269, 982
mono_0000000289, 269, 982
mono_0000000290, 269, 982
mono_0000000291, 269, 982
mono_0000000292, 269, 982
mono_0000000293, 269, 982
mono_0000000294, 391, 1039
mono_0000000295, 242, 1131
mono_0000000296, 242, 1131
mono_0000000297, 242, 1131
mono_0000000298, 481, 1131
mono_0000000299, 367, 1092
mono_0000000300, 367, 1092
mono_0000000301, 367, 1092
mono_0000000302, 404, 1092
mono_0000000303, 221, 1174
mono_0000000304, 221, 1174
mono_0000000305, 221, 1174
mono_0000000306, 396, 996
mono_0000000307, 396, 1149
mono_0000000308, 396, 1149
mono_0000000309, 396, 1149
mono_0000000310, 396, 1149
mono_0000000311, 411, 980
mono_0000000312, 275, 1123
mono_0000000313, 275, 1123
mono_0000000314, 275, 1123
mono_0000000315, 275, 1123
mono_0000000316, 275, 1123
mono_0000000317, 375, 1000
mono_0000000318, 311, 1112
mono_0000000319, 311, 1112
mono_0000000320, 311, 1112
mono_0000000321, 443, 1009
mono_0000000322, 389, 1039
mono_0000000323, 389, 1039
mono_0000000324, 389, 1039
mono_0000000325, 389, 1039
mono_0000000326, 434, 1039
mono_0000000327, 313, 1027
mono_0000000328, 313, 1027
mono_0000000329, 313, 1027
mono_0000000330, 313, 1027
mono_0000000331, 407, 985
mono_0000000332, 386, 1006
mono_0000000333, 324, 1093
mono_0000000334, 209, 1131
mono_0000000335, 209, 1131
mono_0000000336, 209, 1131
mono_0000000337, 209, 1131
mono_0000000338, 358, 1021
mono_0000000339, 270, 1081
mono_0000000340, 270, 1081
mono_0000000341, 270, 1081
mono_0000000342, 270, 1081
mono_0000000343, 270, 1081
mono_0000000344, 396, 1005
mono_0000000345, 320, 1005
mono_0000000346, 320, 1134
mono_0000000347, 320, 1134
mono_0000002050, 320, 1134
mono_0000002051, 510, 1134
mono_0000002052, 510, 1134
mono_0000002053, 437, 1134
mono_0000002054, 437, 1100
mono_0000002055, 437, 1100
mono_0000002056, 437, 1100
mono_0000002057, 437, 1100
mono_0000002058, 437, 1386
mono_0000002059, 437, 1386
mono_0000002060, 437, 1386
mono_0000002061, 437, 1138
mono_0000002062, 437, 1411
mono_0000002063, 437, 1085
mono_0000002064, 437, 1237
mono_0000002065, 533, 1237
mono_0000002066, 533, 1237
mono_0000002067, 533, 1237
mono_0000002068, 533, 1237
mono_0000002069, 533, 1048
mono_0000002070, 533, 1194
mono_0000002071, 352, 1194
mono_0000002072, 352, 1194
mono_0000002073, 352, 1194
mono_0000002074, 352, 1180
mono_0000002075, 480, 1180
mono_0000002076, 480, 1180
mono_0000002077, 371, 1180
mono_0000002078, 371, 1180
mono_0000002079, 371, 1145
mono_0000002080, 489, 1228
mono_0000002081, 489, 1228
mono_0000002082, 368, 1228
mono_0000002083, 368, 1024
mono_0000002084, 368, 1078
mono_0000002085, 368, 1075
mono_0000002086, 368, 1075
mono_0000002087, 368, 1075
mono_0000002088, 368, 1075
mono_0000002089, 368, 1075
mono_0000002090, 368, 1075
mono_0000002091, 296, 1075
mono_0000002092, 360, 1075
mono_0000002093, 255, 1075
mono_0000002094, 255, 1075
mono_0000002095, 466, 1075
mono_0000002096, 407, 1049
mono_0000002097, 407, 1197
mono_0000002098, 407, 1197
mono_0000002099, 460, 1197
mono_0000002100, 377, 1197
mono_0000002101, 411, 1197
mono_0000002102, 429, 1197
mono_0000002103, 366, 1197
mono_0000002104, 386, 1197
mono_0000002105, 443, 1197
mono_0000002106, 343, 1197
mono_0000002107, 214, 1022
mono_0000002108, 246, 1123
mono_0000002109, 436, 1123
mono_0000002110, 392, 1123
mono_0000002111, 262, 972
mono_0000002112, 273, 1107
mono_0000002113, 273, 1107
mono_0000002114, 462, 1107
mono_0000002115, 449, 1107
mono_0000002116, 331, 1006
mono_0000002117, 209, 1051
mono_0000002118, 209, 1199
mono_0000002119, 324, 1199
mono_0000002120, 324, 1199
mono_0000002121, 317, 1199
mono_0000002122, 317, 1199
mono_0000002123, 317, 1138
mono_0000002124, 236, 1138
mono_0000002125, 236, 1138
mono_0000002126, 236, 1138
mono_0000002127, 236, 1138
mono_0000002128, 236, 1128
mono_0000002129, 236, 1206
mono_0000002130, 236, 1206
mono_0000002131, 451, 1206
mono_0000002132, 282, 1206
mono_0000002133, 282, 1206
mono_0000002134, 282, 1206
mono_0000002135, 443, 1094
mono_0000002136, 423, 1094
mono_0000002137, 268, 1055
mono_0000002138, 433, 1167
mono_0000002139, 343, 1167
mono_0000002140, 343, 1167
mono_0000002141, 343, 1167
mono_0000002142, 343, 1167
mono_0000002143, 343, 1167
mono_0000002144, 343, 1167
mono_0000002145, 343, 1167
mono_0000002146, 343, 1167
mono_0000002147, 343, 1167
mono_0000002148, 343, 1167
mono_0000002149, 343, 1167
mono_0000002150, 343, 1167
mono_0000002151, 343, 1167
mono_0000002152, 343, 1167
mono_0000002153, 343, 1167
mono_0000002154, 343, 1167
mono_0000002155, 343, 1167
mono_0000002156, 343, 1167
mono_0000002157, 343, 1167
mono_0000002158, 343, 1167
mono_0000002159, 292, 1167
mono_0000002160, 292, 1144
mono_0000002161, 309, 1252
mono_0000002162, 455, 1079
mono_0000002163, 377, 1079
mono_0000002164, 334, 1079
mono_0000002165, 334, 1079
mono_0000002166, 334, 1079
mono_0000002167, 334, 1079
mono_0000002168, 334, 1079
mono_0000002169, 334, 1079
mono_0000002170, 334, 1079
mono_0000002171, 334, 1079
mono_0000002172, 334, 1079
mono_0000002173, 334, 1074
mono_0000002174, 334, 1242
mono_0000002175, 334, 1111
mono_0000002176, 334, 1041
mono_0000002177, 349, 1260
mono_0000002178, 349, 1260
mono_0000002179, 349, 1260
mono_0000002180, 297, 1260
mono_0000002181, 273, 1205
mono_0000002182, 273, 1205
mono_0000002183, 273, 1205
mono_0000002184, 273, 1205
mono_0000002185, 281, 1205
mono_0000002186, 281, 980
mono_0000002187, 473, 1085
mono_0000002188, 473, 1085
mono_0000002189, 392, 1085
mono_0000002190, 392, 1085
mono_0000002191, 361, 1085
mono_0000002192, 346, 1022
mono_0000002193, 346, 1159
mono_0000002194, 346, 1159
mono_0000002195, 346, 1159
mono_0000002196, 307, 1020
mono_0000002197, 307, 1049
mono_0000002198, 283, 1141
mono_0000002199, 283, 1141
mono_0000002200, 283, 1141
mono_0000002201, 341, 1141
mono_0000002202, 281, 1141
mono_0000002203, 281, 1141
mono_0000002204, 359, 1193
mono_0000002205, 436, 1193
mono_0000002206, 386, 1193
mono_0000002207, 319, 1193
mono_0000002208, 475, 1036
mono_0000002209, 480, 1127
mono_0000002210, 437, 1187
mono_0000002211, 443, 1187
mono_0000002212, 443, 1187
mono_0000002213, 342, 1187
mono_0000002214, 342, 1187
mono_0000002215, 406, 1187
mono_0000002216, 406, 1187
mono_0000002217, 437, 1187
mono_0000002218, 335, 1183
mono_0000002219, 335, 996
mono_0000002220, 335, 1101
mono_0000002221, 338, 1067
mono_0000002222, 338, 1077
mono_0000002223, 338, 1022
mono_0000002224, 338, 1022
mono_0000002225, 338, 1022
mono_0000002226, 338, 1022
mono_0000002227, 338, 1022
mono_0000002228, 338, 1022
mono_0000002229, 338, 1022
mono_0000002230, 338, 1022
mono_0000002231, 338, 1022
mono_0000002232, 338, 1022
mono_0000002233, 338, 1022
mono_0000002234, 243, 817
mono_0000002235, 243, 817
mono_0000002236, 307, 894
mono_0000002237, 314, 894
mono_0000002238, 282, 903
mono_0000002239, 295, 899
mono_0000002240, 295, 958
mono_0000002241, 295, 891
mono_0000002242, 295, 891
mono_0000002243, 407, 891
mono_0000002244, 366, 891
mono_0000002245, 293, 891
mono_0000002246, 293, 891
mono_0000002247, 293, 1020
mono_0000002248, 293, 1137
mono_0000002249, 293, 1137
mono_0000002250, 293, 1137
mono_0000002251, 293, 1137
mono_0000002252, 293, 978
mono_0000002253, 293, 1124
mono_0000002254, 293, 970
mono_0000002255, 412, 1020
mono_0000002256, 246, 975
mono_0000002257, 246, 1061
mono_0000002258, 385, 1008
mono_0000002259, 385, 1163
mono_0000002260, 452, 1015
mono_0000002261, 363, 1003
mono_0000002262, 363, 1004
mono_0000002263, 363, 1054
mono_0000002264, 363, 1132
mono_0000002265, 363, 1016
mono_0000002266, 361, 1081
mono_0000002267, 279, 1081
mono_0000002268, 279, 999
mono_0000002269, 279, 1180
mono_0000002270, 279, 959
mono_0000002271, 279, 966
mono_0000002272, 334, 966
mono_0000002273, 334, 966
mono_0000002274, 334, 1102
mono_0000002275, 334, 1167
mono_0000002276, 334, 1024
mono_0000002277, 307, 1024
mono_0000002278, 333, 1062
mono_0000002279, 333, 1055
mono_0000002280, 432, 1236
mono_0000002281, 432, 1108
mono_0000002282, 378, 1168
mono_0000002283, 454, 1168
mono_0000002284, 322, 1134
mono_0000002285, 454, 1134
mono_0000002286, 454, 1134
mono_0000002287, 454, 1240
mono_0000002288, 454, 1240
mono_0000002289, 454, 1240
mono_0000002290, 454, 1240
mono_0000002291, 454, 1044
mono_0000002292, 454, 1044
mono_0000002293, 454, 1044
mono_0000002294, 454, 1044
mono_0000002295, 454, 1133
mono_0000002296, 454, 1025
mono_0000002297, 332, 1025
mono_0000002298, 332, 1025
mono_0000002299, 332, 1025
mono_0000002300, 332, 1025
mono_0000002301, 332, 1025
mono_0000002302, 332, 1018
mono_0000002303, 332, 1077
mono_0000002304, 369, 1077
mono_0000002305, 315, 1077
mono_0000002306, 315, 1077
mono_0000002307, 315, 1077
mono_0000002308, 315, 1077
mono_0000002309, 315, 1066
mono_0000002310, 315, 1309
mono_0000002311, 315, 1309
mono_0000002312, 315, 1309
mono_0000002313, 315, 1265
mono_0000002314, 315, 1251
mono_0000002315, 315, 1249
mono_0000002316, 387, 1249
mono_0000002317, 383, 1230
mono_0000002318, 291, 1220
mono_0000002319, 291, 1298
mono_0000002320, 291, 1373
mono_0000002321, 432, 1196
mono_0000002322, 432, 1190
mono_0000002323, 439, 1190
mono_0000002324, 355, 1190
mono_0000002325, 355, 1200
mono_0000002326, 450, 957
mono_0000002327, 280, 957
mono_0000002328, 280, 1210
mono_0000002329, 476, 1222
mono_0000002330, 476, 1035
mono_0000002331, 476, 990
mono_0000002332, 476, 1261
mono_0000002333, 476, 1202
mono_0000002334, 476, 1202
mono_0000002335, 476, 1020
mono_0000002336, 476, 1082
mono_0000002337, 476, 1333
mono_0000002338, 476, 1091
mono_0000002339, 332, 1184
mono_0000002340, 332, 1095
mono_0000002341, 453, 1090
mono_0000002342, 403, 1130
mono_0000002343, 384, 1130
mono_0000002344, 384, 1076
mono_0000002345, 330, 1201
mono_0000002346, 330, 1136
mono_0000002347, 330, 1027
mono_0000002348, 330, 1091
mono_0000002349, 330, 1033
mono_0000002350, 330, 996
mono_0000002351, 330, 1206
mono_0000002352, 330, 1203
mono_0000002353, 330, 1023
mono_0000002354, 445, 1082
mono_0000002355, 445, 966
mono_0000002356, 445, 1024
mono_0000002357, 388, 993
mono_0000002358, 388, 991
mono_0000002359, 388, 985
mono_0000002360, 388, 971
mono_0000002361, 338, 994
mono_0000002362, 338, 1041
mono_0000002363, 338, 1159
mono_0000002364, 338, 1096
mono_0000002365, 338, 1088
mono_0000002366, 356, 954
mono_0000002367, 356, 949
mono_0000002368, 246, 1023
mono_0000002369, 453, 1023
mono_0000002370, 415, 1023
mono_0000002371, 284, 1076
mono_0000002372, 284, 1076
mono_0000002373, 284, 1076
mono_0000002374, 284, 945
mono_0000002375, 284, 945
